DateKey,FullDateAlternateKey,DayNumberOfWeek,EnglishDayNameOfWeek,SpanishDayNameOfWeek,FrenchDayNameOfWeek,DayNumberOfMonth,DayNumberOfYear,WeekNumberOfYear,EnglishMonthName,SpanishMonthName,FrenchMonthName,MonthNumberOfYear,CalendarQuarter,CalendarYear,CalendarSemester,FiscalQuarter,FiscalYear,FiscalSemester
20060806,06-Aug-06,1,Sunday,Domingo,Dimanche,6,218,32,August,Agosto,Août,8,3,2006,2,1,2007,1
20060807,07-Aug-06,2,Monday,Lunes,Lundi,7,219,32,August,Agosto,Août,8,3,2006,2,1,2007,1
20060808,08-Aug-06,3,Tuesday,Martes,Mardi,8,220,32,August,Agosto,Août,8,3,2006,2,1,2007,1
20060809,09-Aug-06,4,Wednesday,Miércoles,Mercredi,9,221,32,August,Agosto,Août,8,3,2006,2,1,2007,1
20060810,10-Aug-06,5,Thursday,Jueves,Jeudi,10,222,32,August,Agosto,Août,8,3,2006,2,1,2007,1
20060811,11-Aug-06,6,Friday,Viernes,Vendredi,11,223,32,August,Agosto,Août,8,3,2006,2,1,2007,1
20060812,12-Aug-06,7,Saturday,Sábado,Samedi,12,224,32,August,Agosto,Août,8,3,2006,2,1,2007,1
20060813,13-Aug-06,1,Sunday,Domingo,Dimanche,13,225,33,August,Agosto,Août,8,3,2006,2,1,2007,1
20060814,14-Aug-06,2,Monday,Lunes,Lundi,14,226,33,August,Agosto,Août,8,3,2006,2,1,2007,1
20060815,15-Aug-06,3,Tuesday,Martes,Mardi,15,227,33,August,Agosto,Août,8,3,2006,2,1,2007,1
20060816,16-Aug-06,4,Wednesday,Miércoles,Mercredi,16,228,33,August,Agosto,Août,8,3,2006,2,1,2007,1
20060817,17-Aug-06,5,Thursday,Jueves,Jeudi,17,229,33,August,Agosto,Août,8,3,2006,2,1,2007,1
20060818,18-Aug-06,6,Friday,Viernes,Vendredi,18,230,33,August,Agosto,Août,8,3,2006,2,1,2007,1
20060819,19-Aug-06,7,Saturday,Sábado,Samedi,19,231,33,August,Agosto,Août,8,3,2006,2,1,2007,1
20060820,20-Aug-06,1,Sunday,Domingo,Dimanche,20,232,34,August,Agosto,Août,8,3,2006,2,1,2007,1
20060821,21-Aug-06,2,Monday,Lunes,Lundi,21,233,34,August,Agosto,Août,8,3,2006,2,1,2007,1
20060822,22-Aug-06,3,Tuesday,Martes,Mardi,22,234,34,August,Agosto,Août,8,3,2006,2,1,2007,1
20060823,23-Aug-06,4,Wednesday,Miércoles,Mercredi,23,235,34,August,Agosto,Août,8,3,2006,2,1,2007,1
20060824,24-Aug-06,5,Thursday,Jueves,Jeudi,24,236,34,August,Agosto,Août,8,3,2006,2,1,2007,1
20060825,25-Aug-06,6,Friday,Viernes,Vendredi,25,237,34,August,Agosto,Août,8,3,2006,2,1,2007,1
20060826,26-Aug-06,7,Saturday,Sábado,Samedi,26,238,34,August,Agosto,Août,8,3,2006,2,1,2007,1
20060827,27-Aug-06,1,Sunday,Domingo,Dimanche,27,239,35,August,Agosto,Août,8,3,2006,2,1,2007,1
20060828,28-Aug-06,2,Monday,Lunes,Lundi,28,240,35,August,Agosto,Août,8,3,2006,2,1,2007,1
20060829,29-Aug-06,3,Tuesday,Martes,Mardi,29,241,35,August,Agosto,Août,8,3,2006,2,1,2007,1
20060830,30-Aug-06,4,Wednesday,Miércoles,Mercredi,30,242,35,August,Agosto,Août,8,3,2006,2,1,2007,1
20060831,31-Aug-06,5,Thursday,Jueves,Jeudi,31,243,35,August,Agosto,Août,8,3,2006,2,1,2007,1
20060901,01-Sep-06,6,Friday,Viernes,Vendredi,1,244,35,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060902,02-Sep-06,7,Saturday,Sábado,Samedi,2,245,35,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060903,03-Sep-06,1,Sunday,Domingo,Dimanche,3,246,36,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060904,04-Sep-06,2,Monday,Lunes,Lundi,4,247,36,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060905,05-Sep-06,3,Tuesday,Martes,Mardi,5,248,36,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060906,06-Sep-06,4,Wednesday,Miércoles,Mercredi,6,249,36,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060907,07-Sep-06,5,Thursday,Jueves,Jeudi,7,250,36,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060908,08-Sep-06,6,Friday,Viernes,Vendredi,8,251,36,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060909,09-Sep-06,7,Saturday,Sábado,Samedi,9,252,36,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060910,10-Sep-06,1,Sunday,Domingo,Dimanche,10,253,37,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060911,11-Sep-06,2,Monday,Lunes,Lundi,11,254,37,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060912,12-Sep-06,3,Tuesday,Martes,Mardi,12,255,37,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060913,13-Sep-06,4,Wednesday,Miércoles,Mercredi,13,256,37,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060914,14-Sep-06,5,Thursday,Jueves,Jeudi,14,257,37,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060915,15-Sep-06,6,Friday,Viernes,Vendredi,15,258,37,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060916,16-Sep-06,7,Saturday,Sábado,Samedi,16,259,37,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060917,17-Sep-06,1,Sunday,Domingo,Dimanche,17,260,38,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060918,18-Sep-06,2,Monday,Lunes,Lundi,18,261,38,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060919,19-Sep-06,3,Tuesday,Martes,Mardi,19,262,38,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060920,20-Sep-06,4,Wednesday,Miércoles,Mercredi,20,263,38,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060921,21-Sep-06,5,Thursday,Jueves,Jeudi,21,264,38,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060922,22-Sep-06,6,Friday,Viernes,Vendredi,22,265,38,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060923,23-Sep-06,7,Saturday,Sábado,Samedi,23,266,38,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060924,24-Sep-06,1,Sunday,Domingo,Dimanche,24,267,39,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060925,25-Sep-06,2,Monday,Lunes,Lundi,25,268,39,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060926,26-Sep-06,3,Tuesday,Martes,Mardi,26,269,39,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060927,27-Sep-06,4,Wednesday,Miércoles,Mercredi,27,270,39,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060928,28-Sep-06,5,Thursday,Jueves,Jeudi,28,271,39,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060929,29-Sep-06,6,Friday,Viernes,Vendredi,29,272,39,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20060930,30-Sep-06,7,Saturday,Sábado,Samedi,30,273,39,September,Septiembre,Septembre,9,3,2006,2,1,2007,1
20061001,01-Oct-06,1,Sunday,Domingo,Dimanche,1,274,40,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061002,02-Oct-06,2,Monday,Lunes,Lundi,2,275,40,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061003,03-Oct-06,3,Tuesday,Martes,Mardi,3,276,40,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061004,04-Oct-06,4,Wednesday,Miércoles,Mercredi,4,277,40,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061005,05-Oct-06,5,Thursday,Jueves,Jeudi,5,278,40,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061006,06-Oct-06,6,Friday,Viernes,Vendredi,6,279,40,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061007,07-Oct-06,7,Saturday,Sábado,Samedi,7,280,40,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061008,08-Oct-06,1,Sunday,Domingo,Dimanche,8,281,41,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061009,09-Oct-06,2,Monday,Lunes,Lundi,9,282,41,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061010,10-Oct-06,3,Tuesday,Martes,Mardi,10,283,41,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061011,11-Oct-06,4,Wednesday,Miércoles,Mercredi,11,284,41,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061012,12-Oct-06,5,Thursday,Jueves,Jeudi,12,285,41,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061013,13-Oct-06,6,Friday,Viernes,Vendredi,13,286,41,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061014,14-Oct-06,7,Saturday,Sábado,Samedi,14,287,41,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061015,15-Oct-06,1,Sunday,Domingo,Dimanche,15,288,42,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061016,16-Oct-06,2,Monday,Lunes,Lundi,16,289,42,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061017,17-Oct-06,3,Tuesday,Martes,Mardi,17,290,42,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061018,18-Oct-06,4,Wednesday,Miércoles,Mercredi,18,291,42,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061019,19-Oct-06,5,Thursday,Jueves,Jeudi,19,292,42,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061020,20-Oct-06,6,Friday,Viernes,Vendredi,20,293,42,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061021,21-Oct-06,7,Saturday,Sábado,Samedi,21,294,42,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061022,22-Oct-06,1,Sunday,Domingo,Dimanche,22,295,43,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061023,23-Oct-06,2,Monday,Lunes,Lundi,23,296,43,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061024,24-Oct-06,3,Tuesday,Martes,Mardi,24,297,43,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061025,25-Oct-06,4,Wednesday,Miércoles,Mercredi,25,298,43,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061026,26-Oct-06,5,Thursday,Jueves,Jeudi,26,299,43,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061027,27-Oct-06,6,Friday,Viernes,Vendredi,27,300,43,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061028,28-Oct-06,7,Saturday,Sábado,Samedi,28,301,43,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061029,29-Oct-06,1,Sunday,Domingo,Dimanche,29,302,44,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061030,30-Oct-06,2,Monday,Lunes,Lundi,30,303,44,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061031,31-Oct-06,3,Tuesday,Martes,Mardi,31,304,44,October,Octubre,Octobre,10,4,2006,2,2,2007,1
20061101,01-Nov-06,4,Wednesday,Miércoles,Mercredi,1,305,44,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061102,02-Nov-06,5,Thursday,Jueves,Jeudi,2,306,44,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061103,03-Nov-06,6,Friday,Viernes,Vendredi,3,307,44,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061104,04-Nov-06,7,Saturday,Sábado,Samedi,4,308,44,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061105,05-Nov-06,1,Sunday,Domingo,Dimanche,5,309,45,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061106,06-Nov-06,2,Monday,Lunes,Lundi,6,310,45,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061107,07-Nov-06,3,Tuesday,Martes,Mardi,7,311,45,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061108,08-Nov-06,4,Wednesday,Miércoles,Mercredi,8,312,45,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061109,09-Nov-06,5,Thursday,Jueves,Jeudi,9,313,45,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061110,10-Nov-06,6,Friday,Viernes,Vendredi,10,314,45,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061111,11-Nov-06,7,Saturday,Sábado,Samedi,11,315,45,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061112,12-Nov-06,1,Sunday,Domingo,Dimanche,12,316,46,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061113,13-Nov-06,2,Monday,Lunes,Lundi,13,317,46,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061114,14-Nov-06,3,Tuesday,Martes,Mardi,14,318,46,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061115,15-Nov-06,4,Wednesday,Miércoles,Mercredi,15,319,46,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061116,16-Nov-06,5,Thursday,Jueves,Jeudi,16,320,46,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061117,17-Nov-06,6,Friday,Viernes,Vendredi,17,321,46,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061118,18-Nov-06,7,Saturday,Sábado,Samedi,18,322,46,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061119,19-Nov-06,1,Sunday,Domingo,Dimanche,19,323,47,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061120,20-Nov-06,2,Monday,Lunes,Lundi,20,324,47,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061121,21-Nov-06,3,Tuesday,Martes,Mardi,21,325,47,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061122,22-Nov-06,4,Wednesday,Miércoles,Mercredi,22,326,47,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061123,23-Nov-06,5,Thursday,Jueves,Jeudi,23,327,47,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061124,24-Nov-06,6,Friday,Viernes,Vendredi,24,328,47,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061125,25-Nov-06,7,Saturday,Sábado,Samedi,25,329,47,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061126,26-Nov-06,1,Sunday,Domingo,Dimanche,26,330,48,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061127,27-Nov-06,2,Monday,Lunes,Lundi,27,331,48,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061128,28-Nov-06,3,Tuesday,Martes,Mardi,28,332,48,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061129,29-Nov-06,4,Wednesday,Miércoles,Mercredi,29,333,48,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061130,30-Nov-06,5,Thursday,Jueves,Jeudi,30,334,48,November,Noviembre,Novembre,11,4,2006,2,2,2007,1
20061201,01-Dec-06,6,Friday,Viernes,Vendredi,1,335,48,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061202,02-Dec-06,7,Saturday,Sábado,Samedi,2,336,48,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061203,03-Dec-06,1,Sunday,Domingo,Dimanche,3,337,49,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061204,04-Dec-06,2,Monday,Lunes,Lundi,4,338,49,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061205,05-Dec-06,3,Tuesday,Martes,Mardi,5,339,49,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061206,06-Dec-06,4,Wednesday,Miércoles,Mercredi,6,340,49,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061207,07-Dec-06,5,Thursday,Jueves,Jeudi,7,341,49,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061208,08-Dec-06,6,Friday,Viernes,Vendredi,8,342,49,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061209,09-Dec-06,7,Saturday,Sábado,Samedi,9,343,49,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061210,10-Dec-06,1,Sunday,Domingo,Dimanche,10,344,50,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061211,11-Dec-06,2,Monday,Lunes,Lundi,11,345,50,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061212,12-Dec-06,3,Tuesday,Martes,Mardi,12,346,50,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061213,13-Dec-06,4,Wednesday,Miércoles,Mercredi,13,347,50,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061214,14-Dec-06,5,Thursday,Jueves,Jeudi,14,348,50,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061215,15-Dec-06,6,Friday,Viernes,Vendredi,15,349,50,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061216,16-Dec-06,7,Saturday,Sábado,Samedi,16,350,50,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061217,17-Dec-06,1,Sunday,Domingo,Dimanche,17,351,51,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061218,18-Dec-06,2,Monday,Lunes,Lundi,18,352,51,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061219,19-Dec-06,3,Tuesday,Martes,Mardi,19,353,51,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061220,20-Dec-06,4,Wednesday,Miércoles,Mercredi,20,354,51,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061221,21-Dec-06,5,Thursday,Jueves,Jeudi,21,355,51,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061222,22-Dec-06,6,Friday,Viernes,Vendredi,22,356,51,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061223,23-Dec-06,7,Saturday,Sábado,Samedi,23,357,51,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061224,24-Dec-06,1,Sunday,Domingo,Dimanche,24,358,52,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061225,25-Dec-06,2,Monday,Lunes,Lundi,25,359,52,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061226,26-Dec-06,3,Tuesday,Martes,Mardi,26,360,52,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061227,27-Dec-06,4,Wednesday,Miércoles,Mercredi,27,361,52,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061228,28-Dec-06,5,Thursday,Jueves,Jeudi,28,362,52,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061229,29-Dec-06,6,Friday,Viernes,Vendredi,29,363,52,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061230,30-Dec-06,7,Saturday,Sábado,Samedi,30,364,52,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20061231,31-Dec-06,1,Sunday,Domingo,Dimanche,31,365,53,December,Diciembre,Décembre,12,4,2006,2,2,2007,1
20070101,01-Jan-07,2,Monday,Lunes,Lundi,1,1,1,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070102,02-Jan-07,3,Tuesday,Martes,Mardi,2,2,1,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070103,03-Jan-07,4,Wednesday,Miércoles,Mercredi,3,3,1,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070104,04-Jan-07,5,Thursday,Jueves,Jeudi,4,4,1,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070105,05-Jan-07,6,Friday,Viernes,Vendredi,5,5,1,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070106,06-Jan-07,7,Saturday,Sábado,Samedi,6,6,1,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070107,07-Jan-07,1,Sunday,Domingo,Dimanche,7,7,2,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070108,08-Jan-07,2,Monday,Lunes,Lundi,8,8,2,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070109,09-Jan-07,3,Tuesday,Martes,Mardi,9,9,2,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070110,10-Jan-07,4,Wednesday,Miércoles,Mercredi,10,10,2,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070111,11-Jan-07,5,Thursday,Jueves,Jeudi,11,11,2,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070112,12-Jan-07,6,Friday,Viernes,Vendredi,12,12,2,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070113,13-Jan-07,7,Saturday,Sábado,Samedi,13,13,2,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070114,14-Jan-07,1,Sunday,Domingo,Dimanche,14,14,3,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070115,15-Jan-07,2,Monday,Lunes,Lundi,15,15,3,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070116,16-Jan-07,3,Tuesday,Martes,Mardi,16,16,3,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070117,17-Jan-07,4,Wednesday,Miércoles,Mercredi,17,17,3,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070118,18-Jan-07,5,Thursday,Jueves,Jeudi,18,18,3,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070119,19-Jan-07,6,Friday,Viernes,Vendredi,19,19,3,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070120,20-Jan-07,7,Saturday,Sábado,Samedi,20,20,3,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070121,21-Jan-07,1,Sunday,Domingo,Dimanche,21,21,4,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070122,22-Jan-07,2,Monday,Lunes,Lundi,22,22,4,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070123,23-Jan-07,3,Tuesday,Martes,Mardi,23,23,4,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070124,24-Jan-07,4,Wednesday,Miércoles,Mercredi,24,24,4,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070125,25-Jan-07,5,Thursday,Jueves,Jeudi,25,25,4,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070126,26-Jan-07,6,Friday,Viernes,Vendredi,26,26,4,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070127,27-Jan-07,7,Saturday,Sábado,Samedi,27,27,4,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070128,28-Jan-07,1,Sunday,Domingo,Dimanche,28,28,5,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070129,29-Jan-07,2,Monday,Lunes,Lundi,29,29,5,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070130,30-Jan-07,3,Tuesday,Martes,Mardi,30,30,5,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070131,31-Jan-07,4,Wednesday,Miércoles,Mercredi,31,31,5,January,Enero,Janvier,1,1,2007,1,3,2007,2
20070201,01-Feb-07,5,Thursday,Jueves,Jeudi,1,32,5,February,Febrero,Février,2,1,2007,1,3,2007,2
20070202,02-Feb-07,6,Friday,Viernes,Vendredi,2,33,5,February,Febrero,Février,2,1,2007,1,3,2007,2
20070203,03-Feb-07,7,Saturday,Sábado,Samedi,3,34,5,February,Febrero,Février,2,1,2007,1,3,2007,2
20070204,04-Feb-07,1,Sunday,Domingo,Dimanche,4,35,6,February,Febrero,Février,2,1,2007,1,3,2007,2
20070205,05-Feb-07,2,Monday,Lunes,Lundi,5,36,6,February,Febrero,Février,2,1,2007,1,3,2007,2
20070206,06-Feb-07,3,Tuesday,Martes,Mardi,6,37,6,February,Febrero,Février,2,1,2007,1,3,2007,2
20070207,07-Feb-07,4,Wednesday,Miércoles,Mercredi,7,38,6,February,Febrero,Février,2,1,2007,1,3,2007,2
20070208,08-Feb-07,5,Thursday,Jueves,Jeudi,8,39,6,February,Febrero,Février,2,1,2007,1,3,2007,2
20070209,09-Feb-07,6,Friday,Viernes,Vendredi,9,40,6,February,Febrero,Février,2,1,2007,1,3,2007,2
20070210,10-Feb-07,7,Saturday,Sábado,Samedi,10,41,6,February,Febrero,Février,2,1,2007,1,3,2007,2
20070211,11-Feb-07,1,Sunday,Domingo,Dimanche,11,42,7,February,Febrero,Février,2,1,2007,1,3,2007,2
20070212,12-Feb-07,2,Monday,Lunes,Lundi,12,43,7,February,Febrero,Février,2,1,2007,1,3,2007,2
20070213,13-Feb-07,3,Tuesday,Martes,Mardi,13,44,7,February,Febrero,Février,2,1,2007,1,3,2007,2
20070214,14-Feb-07,4,Wednesday,Miércoles,Mercredi,14,45,7,February,Febrero,Février,2,1,2007,1,3,2007,2
20070215,15-Feb-07,5,Thursday,Jueves,Jeudi,15,46,7,February,Febrero,Février,2,1,2007,1,3,2007,2
20070216,16-Feb-07,6,Friday,Viernes,Vendredi,16,47,7,February,Febrero,Février,2,1,2007,1,3,2007,2
20070217,17-Feb-07,7,Saturday,Sábado,Samedi,17,48,7,February,Febrero,Février,2,1,2007,1,3,2007,2
20070218,18-Feb-07,1,Sunday,Domingo,Dimanche,18,49,8,February,Febrero,Février,2,1,2007,1,3,2007,2
20070219,19-Feb-07,2,Monday,Lunes,Lundi,19,50,8,February,Febrero,Février,2,1,2007,1,3,2007,2
20070220,20-Feb-07,3,Tuesday,Martes,Mardi,20,51,8,February,Febrero,Février,2,1,2007,1,3,2007,2
20070221,21-Feb-07,4,Wednesday,Miércoles,Mercredi,21,52,8,February,Febrero,Février,2,1,2007,1,3,2007,2
20070222,22-Feb-07,5,Thursday,Jueves,Jeudi,22,53,8,February,Febrero,Février,2,1,2007,1,3,2007,2
20070223,23-Feb-07,6,Friday,Viernes,Vendredi,23,54,8,February,Febrero,Février,2,1,2007,1,3,2007,2
20070224,24-Feb-07,7,Saturday,Sábado,Samedi,24,55,8,February,Febrero,Février,2,1,2007,1,3,2007,2
20070225,25-Feb-07,1,Sunday,Domingo,Dimanche,25,56,9,February,Febrero,Février,2,1,2007,1,3,2007,2
20070226,26-Feb-07,2,Monday,Lunes,Lundi,26,57,9,February,Febrero,Février,2,1,2007,1,3,2007,2
20070227,27-Feb-07,3,Tuesday,Martes,Mardi,27,58,9,February,Febrero,Février,2,1,2007,1,3,2007,2
20070228,28-Feb-07,4,Wednesday,Miércoles,Mercredi,28,59,9,February,Febrero,Février,2,1,2007,1,3,2007,2
20070301,01-Mar-07,5,Thursday,Jueves,Jeudi,1,60,9,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070302,02-Mar-07,6,Friday,Viernes,Vendredi,2,61,9,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070303,03-Mar-07,7,Saturday,Sábado,Samedi,3,62,9,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070304,04-Mar-07,1,Sunday,Domingo,Dimanche,4,63,10,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070305,05-Mar-07,2,Monday,Lunes,Lundi,5,64,10,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070306,06-Mar-07,3,Tuesday,Martes,Mardi,6,65,10,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070307,07-Mar-07,4,Wednesday,Miércoles,Mercredi,7,66,10,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070308,08-Mar-07,5,Thursday,Jueves,Jeudi,8,67,10,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070309,09-Mar-07,6,Friday,Viernes,Vendredi,9,68,10,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070310,10-Mar-07,7,Saturday,Sábado,Samedi,10,69,10,March,Marzo,Mars,3,1,2007,1,3,2007,2
20070311,11-Mar-07,1,Sunday,Domingo,Dimanche,11,70,11,March,Marzo,Mars,3,1,2007,1,3,2007,2
