ProductKey,ProductAlternateKey,ProductSubcategoryKey,WeightUnitMeasureCode,SizeUnitMeasureCode,EnglishProductName,SpanishProductName,FrenchProductName,StandardCost,FinishedGoodsFlag,Color,SafetyStockLevel,ReorderPoint,ListPrice,Size,SizeRange,Weight,DaysToManufacture,ProductLine,DealerPrice,Class,Style,ModelName,LargePhoto,EnglishDescription,FrenchDescription,ChineseDescription,ArabicDescription,HebrewDescription,ThaiDescription,GermanDescription,JapaneseDescription,TurkishDescription,StartDate,EndDate,Status
246,FR-R92R-48,14,LB ,CM ,"HL Road Frame - Red, 48","Cuadro de carretera GA: rojo, 48","Cadre de vélo de route HL - rouge, 48",$868.63,TRUE,Red,500,375,"$1,431.50",48,48-52 CM,2.16,1,R ,$858.90,H ,U ,HL Road Frame,,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Notre cadre en aluminium plus léger et de qualité supérieure fabriqué à partir du tout dernier alliage ; cadre soudé et traité à chaud pour une meilleure résistance. Le résultat d'une conception innovante pour un confort et des performances maximum.,重量最轻、质量最好的铝制车架采用最新的合金材质；经过焊接和热处理，坚固牢靠。我们创新的设计确保了最大程度的舒适和卓越的性能。,لقد تم صناعة هيكل دراجتنا الألومنيوم الأخف وزنًا والأعلى جودة، من أحدث السبائك المتوفرة، وتم لحامه ومعالجته حراريًا لزيادة قوته. ويوفر تصميمنا الإبداعي أقصى درجات الراحة والأداء.,"מסגרת האלומיניום הקלה והאיכותית ביותר שלנו עשויה מהסגסוגת החדישה ביותר; להענקת חוזק, היא מרותכת ומוקשחת בחום. העיצוב החדשני שלנו בא לידי ביטוי בנוחות ובביצועים מרביים.",เฟรมอลูมิเนียมคุณภาพสูงสุดและน้ำหนักเบาที่สุด สร้างจากอัลลอยด์ชนิดใหม่ ได้รับการหลอมและให้ความร้อนเพื่อความแกร่ง  ด้วยนวัตกรรมการออกแบบ ทำให้มีความสบายและประสิทธิภาพสูงในเวลาเดียวกัน,Unser leichtester und hochwertigster Aluminiumrahmen aus der neuesten Legierung; geschweißt und hitzebehandelt für noch mehr Stabilität. Unser innovatives Design bietet maximalen Komfort und maximale Leistung.,最新の合金で作られた最軽量/最高品質のアルミニウム フレームで、強度を得るために溶接および熱処理されています。革新的なデザインにより、最高の快適さと性能がもたらされます。,"""En yeni alaşımdan imal edilme, en hafif ve en kaliteli alüminyum kadromuz, daha güçlü olması için kaynaklandı ve tavlandı. Yenilikçi tasarımımız maksimum konfor ve performans sunar.""",01-Jul-07,,Current
247,FR-R92R-52,14,LB ,CM ,"HL Road Frame - Red, 52","Cuadro de carretera GA: rojo, 52","Cadre de vélo de route HL - rouge, 52",$747.97,TRUE,Red,500,375,"$1,263.46",52,48-52 CM,2.2,1,R ,$758.08,H ,U ,HL Road Frame,,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Notre cadre en aluminium plus léger et de qualité supérieure fabriqué à partir du tout dernier alliage ; cadre soudé et traité à chaud pour une meilleure résistance. Le résultat d'une conception innovante pour un confort et des performances maximum.,重量最轻、质量最好的铝制车架采用最新的合金材质；经过焊接和热处理，坚固牢靠。我们创新的设计确保了最大程度的舒适和卓越的性能。,لقد تم صناعة هيكل دراجتنا الألومنيوم الأخف وزنًا والأعلى جودة، من أحدث السبائك المتوفرة، وتم لحامه ومعالجته حراريًا لزيادة قوته. ويوفر تصميمنا الإبداعي أقصى درجات الراحة والأداء.,"מסגרת האלומיניום הקלה והאיכותית ביותר שלנו עשויה מהסגסוגת החדישה ביותר; להענקת חוזק, היא מרותכת ומוקשחת בחום. העיצוב החדשני שלנו בא לידי ביטוי בנוחות ובביצועים מרביים.",เฟรมอลูมิเนียมคุณภาพสูงสุดและน้ำหนักเบาที่สุด สร้างจากอัลลอยด์ชนิดใหม่ ได้รับการหลอมและให้ความร้อนเพื่อความแกร่ง  ด้วยนวัตกรรมการออกแบบ ทำให้มีความสบายและประสิทธิภาพสูงในเวลาเดียวกัน,Unser leichtester und hochwertigster Aluminiumrahmen aus der neuesten Legierung; geschweißt und hitzebehandelt für noch mehr Stabilität. Unser innovatives Design bietet maximalen Komfort und maximale Leistung.,最新の合金で作られた最軽量/最高品質のアルミニウム フレームで、強度を得るために溶接および熱処理されています。革新的なデザインにより、最高の快適さと性能がもたらされます。,"""En yeni alaşımdan imal edilme, en hafif ve en kaliteli alüminyum kadromuz, daha güçlü olması için kaynaklandı ve tavlandı. Yenilikçi tasarımımız maksimum konfor ve performans sunar.""",01-Jul-05,30-Jun-02,
248,FR-R92R-52,14,LB ,CM ,"HL Road Frame - Red, 52","Cuadro de carretera GA: rojo, 52","Cadre de vélo de route HL - rouge, 52",$722.26,TRUE,Red,500,375,"$1,301.36",52,48-52 CM,2.2,1,R ,$780.82,H ,U ,HL Road Frame,,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Notre cadre en aluminium plus léger et de qualité supérieure fabriqué à partir du tout dernier alliage ; cadre soudé et traité à chaud pour une meilleure résistance. Le résultat d'une conception innovante pour un confort et des performances maximum.,重量最轻、质量最好的铝制车架采用最新的合金材质；经过焊接和热处理，坚固牢靠。我们创新的设计确保了最大程度的舒适和卓越的性能。,لقد تم صناعة هيكل دراجتنا الألومنيوم الأخف وزنًا والأعلى جودة، من أحدث السبائك المتوفرة، وتم لحامه ومعالجته حراريًا لزيادة قوته. ويوفر تصميمنا الإبداعي أقصى درجات الراحة والأداء.,"מסגרת האלומיניום הקלה והאיכותית ביותר שלנו עשויה מהסגסוגת החדישה ביותר; להענקת חוזק, היא מרותכת ומוקשחת בחום. העיצוב החדשני שלנו בא לידי ביטוי בנוחות ובביצועים מרביים.",เฟรมอลูมิเนียมคุณภาพสูงสุดและน้ำหนักเบาที่สุด สร้างจากอัลลอยด์ชนิดใหม่ ได้รับการหลอมและให้ความร้อนเพื่อความแกร่ง  ด้วยนวัตกรรมการออกแบบ ทำให้มีความสบายและประสิทธิภาพสูงในเวลาเดียวกัน,Unser leichtester und hochwertigster Aluminiumrahmen aus der neuesten Legierung; geschweißt und hitzebehandelt für noch mehr Stabilität. Unser innovatives Design bietet maximalen Komfort und maximale Leistung.,最新の合金で作られた最軽量/最高品質のアルミニウム フレームで、強度を得るために溶接および熱処理されています。革新的なデザインにより、最高の快適さと性能がもたらされます。,"""En yeni alaşımdan imal edilme, en hafif ve en kaliteli alüminyum kadromuz, daha güçlü olması için kaynaklandı ve tavlandı. Yenilikçi tasarımımız maksimum konfor ve performans sunar.""",01-Jul-06,30-Jun-03,
249,FR-R92R-52,14,LB ,CM ,"HL Road Frame - Red, 52","Cuadro de carretera GA: rojo, 52","Cadre de vélo de route HL - rouge, 52",$868.63,TRUE,Red,500,375,"$1,431.50",52,48-52 CM,2.2,1,R ,$858.90,H ,U ,HL Road Frame,,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Notre cadre en aluminium plus léger et de qualité supérieure fabriqué à partir du tout dernier alliage ; cadre soudé et traité à chaud pour une meilleure résistance. Le résultat d'une conception innovante pour un confort et des performances maximum.,重量最轻、质量最好的铝制车架采用最新的合金材质；经过焊接和热处理，坚固牢靠。我们创新的设计确保了最大程度的舒适和卓越的性能。,لقد تم صناعة هيكل دراجتنا الألومنيوم الأخف وزنًا والأعلى جودة، من أحدث السبائك المتوفرة، وتم لحامه ومعالجته حراريًا لزيادة قوته. ويوفر تصميمنا الإبداعي أقصى درجات الراحة والأداء.,"מסגרת האלומיניום הקלה והאיכותית ביותר שלנו עשויה מהסגסוגת החדישה ביותר; להענקת חוזק, היא מרותכת ומוקשחת בחום. העיצוב החדשני שלנו בא לידי ביטוי בנוחות ובביצועים מרביים.",เฟรมอลูมิเนียมคุณภาพสูงสุดและน้ำหนักเบาที่สุด สร้างจากอัลลอยด์ชนิดใหม่ ได้รับการหลอมและให้ความร้อนเพื่อความแกร่ง  ด้วยนวัตกรรมการออกแบบ ทำให้มีความสบายและประสิทธิภาพสูงในเวลาเดียวกัน,Unser leichtester und hochwertigster Aluminiumrahmen aus der neuesten Legierung; geschweißt und hitzebehandelt für noch mehr Stabilität. Unser innovatives Design bietet maximalen Komfort und maximale Leistung.,最新の合金で作られた最軽量/最高品質のアルミニウム フレームで、強度を得るために溶接および熱処理されています。革新的なデザインにより、最高の快適さと性能がもたらされます。,"""En yeni alaşımdan imal edilme, en hafif ve en kaliteli alüminyum kadromuz, daha güçlü olması için kaynaklandı ve tavlandı. Yenilikçi tasarımımız maksimum konfor ve performans sunar.""",01-Jul-07,,Current
250,FR-R92R-56,14,LB ,CM ,"HL Road Frame - Red, 56","Cuadro de carretera GA: rojo, 56","Cadre de vélo de route HL - rouge, 56",$747.97,TRUE,Red,500,375,"$1,263.46",56,54-58 CM,2.24,1,R ,$758.08,H ,U ,HL Road Frame,,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Notre cadre en aluminium plus léger et de qualité supérieure fabriqué à partir du tout dernier alliage ; cadre soudé et traité à chaud pour une meilleure résistance. Le résultat d'une conception innovante pour un confort et des performances maximum.,重量最轻、质量最好的铝制车架采用最新的合金材质；经过焊接和热处理，坚固牢靠。我们创新的设计确保了最大程度的舒适和卓越的性能。,لقد تم صناعة هيكل دراجتنا الألومنيوم الأخف وزنًا والأعلى جودة، من أحدث السبائك المتوفرة، وتم لحامه ومعالجته حراريًا لزيادة قوته. ويوفر تصميمنا الإبداعي أقصى درجات الراحة والأداء.,"מסגרת האלומיניום הקלה והאיכותית ביותר שלנו עשויה מהסגסוגת החדישה ביותר; להענקת חוזק, היא מרותכת ומוקשחת בחום. העיצוב החדשני שלנו בא לידי ביטוי בנוחות ובביצועים מרביים.",เฟรมอลูมิเนียมคุณภาพสูงสุดและน้ำหนักเบาที่สุด สร้างจากอัลลอยด์ชนิดใหม่ ได้รับการหลอมและให้ความร้อนเพื่อความแกร่ง  ด้วยนวัตกรรมการออกแบบ ทำให้มีความสบายและประสิทธิภาพสูงในเวลาเดียวกัน,Unser leichtester und hochwertigster Aluminiumrahmen aus der neuesten Legierung; geschweißt und hitzebehandelt für noch mehr Stabilität. Unser innovatives Design bietet maximalen Komfort und maximale Leistung.,最新の合金で作られた最軽量/最高品質のアルミニウム フレームで、強度を得るために溶接および熱処理されています。革新的なデザインにより、最高の快適さと性能がもたらされます。,"""En yeni alaşımdan imal edilme, en hafif ve en kaliteli alüminyum kadromuz, daha güçlü olması için kaynaklandı ve tavlandı. Yenilikçi tasarımımız maksimum konfor ve performans sunar.""",01-Jul-05,30-Jun-02,
251,FR-R92R-56,14,LB ,CM ,"HL Road Frame - Red, 56","Cuadro de carretera GA: rojo, 56","Cadre de vélo de route HL - rouge, 56",$722.26,TRUE,Red,500,375,"$1,301.36",56,54-58 CM,2.24,1,R ,$780.82,H ,U ,HL Road Frame,,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Notre cadre en aluminium plus léger et de qualité supérieure fabriqué à partir du tout dernier alliage ; cadre soudé et traité à chaud pour une meilleure résistance. Le résultat d'une conception innovante pour un confort et des performances maximum.,重量最轻、质量最好的铝制车架采用最新的合金材质；经过焊接和热处理，坚固牢靠。我们创新的设计确保了最大程度的舒适和卓越的性能。,لقد تم صناعة هيكل دراجتنا الألومنيوم الأخف وزنًا والأعلى جودة، من أحدث السبائك المتوفرة، وتم لحامه ومعالجته حراريًا لزيادة قوته. ويوفر تصميمنا الإبداعي أقصى درجات الراحة والأداء.,"מסגרת האלומיניום הקלה והאיכותית ביותר שלנו עשויה מהסגסוגת החדישה ביותר; להענקת חוזק, היא מרותכת ומוקשחת בחום. העיצוב החדשני שלנו בא לידי ביטוי בנוחות ובביצועים מרביים.",เฟรมอลูมิเนียมคุณภาพสูงสุดและน้ำหนักเบาที่สุด สร้างจากอัลลอยด์ชนิดใหม่ ได้รับการหลอมและให้ความร้อนเพื่อความแกร่ง  ด้วยนวัตกรรมการออกแบบ ทำให้มีความสบายและประสิทธิภาพสูงในเวลาเดียวกัน,Unser leichtester und hochwertigster Aluminiumrahmen aus der neuesten Legierung; geschweißt und hitzebehandelt für noch mehr Stabilität. Unser innovatives Design bietet maximalen Komfort und maximale Leistung.,最新の合金で作られた最軽量/最高品質のアルミニウム フレームで、強度を得るために溶接および熱処理されています。革新的なデザインにより、最高の快適さと性能がもたらされます。,"""En yeni alaşımdan imal edilme, en hafif ve en kaliteli alüminyum kadromuz, daha güçlü olması için kaynaklandı ve tavlandı. Yenilikçi tasarımımız maksimum konfor ve performans sunar.""",01-Jul-06,30-Jun-03,
252,FR-R92R-56,14,LB ,CM ,"HL Road Frame - Red, 56","Cuadro de carretera GA: rojo, 56","Cadre de vélo de route HL - rouge, 56",$868.63,TRUE,Red,500,375,"$1,431.50",56,54-58 CM,2.24,1,R ,$858.90,H ,U ,HL Road Frame,,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,Notre cadre en aluminium plus léger et de qualité supérieure fabriqué à partir du tout dernier alliage ; cadre soudé et traité à chaud pour une meilleure résistance. Le résultat d'une conception innovante pour un confort et des performances maximum.,重量最轻、质量最好的铝制车架采用最新的合金材质；经过焊接和热处理，坚固牢靠。我们创新的设计确保了最大程度的舒适和卓越的性能。,لقد تم صناعة هيكل دراجتنا الألومنيوم الأخف وزنًا والأعلى جودة، من أحدث السبائك المتوفرة، وتم لحامه ومعالجته حراريًا لزيادة قوته. ويوفر تصميمنا الإبداعي أقصى درجات الراحة والأداء.,"מסגרת האלומיניום הקלה והאיכותית ביותר שלנו עשויה מהסגסוגת החדישה ביותר; להענקת חוזק, היא מרותכת ומוקשחת בחום. העיצוב החדשני שלנו בא לידי ביטוי בנוחות ובביצועים מרביים.",เฟรมอลูมิเนียมคุณภาพสูงสุดและน้ำหนักเบาที่สุด สร้างจากอัลลอยด์ชนิดใหม่ ได้รับการหลอมและให้ความร้อนเพื่อความแกร่ง  ด้วยนวัตกรรมการออกแบบ ทำให้มีความสบายและประสิทธิภาพสูงในเวลาเดียวกัน,Unser leichtester und hochwertigster Aluminiumrahmen aus der neuesten Legierung; geschweißt und hitzebehandelt für noch mehr Stabilität. Unser innovatives Design bietet maximalen Komfort und maximale Leistung.,最新の合金で作られた最軽量/最高品質のアルミニウム フレームで、強度を得るために溶接および熱処理されています。革新的なデザインにより、最高の快適さと性能がもたらされます。,"""En yeni alaşımdan imal edilme, en hafif ve en kaliteli alüminyum kadromuz, daha güçlü olması için kaynaklandı ve tavlandı. Yenilikçi tasarımımız maksimum konfor ve performans sunar.""",01-Jul-07,,Current
253,FR-R38B-58,14,LB ,CM ,"LL Road Frame - Black, 58","Cuadro de carretera GB: negro, 58","Cadre de vélo de route LL - noir, 58",$176.20,TRUE,Black,500,375,$297.63,58,54-58 CM,2.46,1,R ,$178.58,L ,U ,LL Road Frame,,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","Le cadre LL en aluminium offre une conduite confortable, une excellente absorption des bosses pour un très bon rapport qualité-prix.",LL 车架提供了安全舒适的骑乘，经济实惠的铝制车架提供了卓越的避震功能。,يوفر الهيكل LL Frame قيادة آمنة ومريحة، مع توفير إمكانية فائقة لامتصاص الصدمات في هيكل من الألومنيوم جيد السعر بالنسبة لإمكاناته.,"מסגרת ה- LL מספקת רכיבה בטוחה ונוחה ועם זאת, מציעה ספיגת חבטות מעולה של מסגרת אלומיניום במחיר סביר.",เฟรม LL ให้ความปลอดภัยและสบายขณะขับขี่ พร้อมทั้งซึมซับแรงกระแทก คุ้มราคาสำหรับเฟรมอลูมิเนียม,Mit dem LL-Rahmen fahren Sie sicher und komfortabel und profitieren von erstklassiger Stoßdämpfung in einem kostengünstigen Aluminiumrahmen.,LL フレームは、安全で快適に乗ることができ、値打ち価格のアルミニウム フレームで優れた衝撃吸収性を備えています。,"""LL Kadro güvenli ve konforlu sürüş sunar, değerine uygun olarak fiyatlandırılan alüminyum kadrosu üstün çarpma şiddeti emişi sağlar.""",01-Jul-05,30-Jun-02,
254,FR-R38B-58,14,LB ,CM ,"LL Road Frame - Black, 58","Cuadro de carretera GB: negro, 58","Cadre de vélo de route LL - noir, 58",$170.14,TRUE,Black,500,375,$306.56,58,54-58 CM,2.46,1,R ,$183.94,L ,U ,LL Road Frame,,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","Le cadre LL en aluminium offre une conduite confortable, une excellente absorption des bosses pour un très bon rapport qualité-prix.",LL 车架提供了安全舒适的骑乘，经济实惠的铝制车架提供了卓越的避震功能。,يوفر الهيكل LL Frame قيادة آمنة ومريحة، مع توفير إمكانية فائقة لامتصاص الصدمات في هيكل من الألومنيوم جيد السعر بالنسبة لإمكاناته.,"מסגרת ה- LL מספקת רכיבה בטוחה ונוחה ועם זאת, מציעה ספיגת חבטות מעולה של מסגרת אלומיניום במחיר סביר.",เฟรม LL ให้ความปลอดภัยและสบายขณะขับขี่ พร้อมทั้งซึมซับแรงกระแทก คุ้มราคาสำหรับเฟรมอลูมิเนียม,Mit dem LL-Rahmen fahren Sie sicher und komfortabel und profitieren von erstklassiger Stoßdämpfung in einem kostengünstigen Aluminiumrahmen.,LL フレームは、安全で快適に乗ることができ、値打ち価格のアルミニウム フレームで優れた衝撃吸収性を備えています。,"""LL Kadro güvenli ve konforlu sürüş sunar, değerine uygun olarak fiyatlandırılan alüminyum kadrosu üstün çarpma şiddeti emişi sağlar.""",01-Jul-06,30-Jun-03,
255,FR-R38B-58,14,LB ,CM ,"LL Road Frame - Black, 58","Cuadro de carretera GB: negro, 58","Cadre de vélo de route LL - noir, 58",$204.63,TRUE,Black,500,375,$337.22,58,54-58 CM,2.46,1,R ,$202.33,L ,U ,LL Road Frame,,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","Le cadre LL en aluminium offre une conduite confortable, une excellente absorption des bosses pour un très bon rapport qualité-prix.",LL 车架提供了安全舒适的骑乘，经济实惠的铝制车架提供了卓越的避震功能。,يوفر الهيكل LL Frame قيادة آمنة ومريحة، مع توفير إمكانية فائقة لامتصاص الصدمات في هيكل من الألومنيوم جيد السعر بالنسبة لإمكاناته.,"מסגרת ה- LL מספקת רכיבה בטוחה ונוחה ועם זאת, מציעה ספיגת חבטות מעולה של מסגרת אלומיניום במחיר סביר.",เฟรม LL ให้ความปลอดภัยและสบายขณะขับขี่ พร้อมทั้งซึมซับแรงกระแทก คุ้มราคาสำหรับเฟรมอลูมิเนียม,Mit dem LL-Rahmen fahren Sie sicher und komfortabel und profitieren von erstklassiger Stoßdämpfung in einem kostengünstigen Aluminiumrahmen.,LL フレームは、安全で快適に乗ることができ、値打ち価格のアルミニウム フレームで優れた衝撃吸収性を備えています。,"""LL Kadro güvenli ve konforlu sürüş sunar, değerine uygun olarak fiyatlandırılan alüminyum kadrosu üstün çarpma şiddeti emişi sağlar.""",01-Jul-07,,Current
256,FR-R38B-60,14,LB ,CM ,"LL Road Frame - Black, 60","Cuadro de carretera GB: negro, 60","Cadre de vélo de route LL - noir, 60",$176.20,TRUE,Black,500,375,$297.63,60,60-62 CM,2.48,1,R ,$178.58,L ,U ,LL Road Frame,,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","Le cadre LL en aluminium offre une conduite confortable, une excellente absorption des bosses pour un très bon rapport qualité-prix.",LL 车架提供了安全舒适的骑乘，经济实惠的铝制车架提供了卓越的避震功能。,يوفر الهيكل LL Frame قيادة آمنة ومريحة، مع توفير إمكانية فائقة لامتصاص الصدمات في هيكل من الألومنيوم جيد السعر بالنسبة لإمكاناته.,"מסגרת ה- LL מספקת רכיבה בטוחה ונוחה ועם זאת, מציעה ספיגת חבטות מעולה של מסגרת אלומיניום במחיר סביר.",เฟรม LL ให้ความปลอดภัยและสบายขณะขับขี่ พร้อมทั้งซึมซับแรงกระแทก คุ้มราคาสำหรับเฟรมอลูมิเนียม,Mit dem LL-Rahmen fahren Sie sicher und komfortabel und profitieren von erstklassiger Stoßdämpfung in einem kostengünstigen Aluminiumrahmen.,LL フレームは、安全で快適に乗ることができ、値打ち価格のアルミニウム フレームで優れた衝撃吸収性を備えています。,"""LL Kadro güvenli ve konforlu sürüş sunar, değerine uygun olarak fiyatlandırılan alüminyum kadrosu üstün çarpma şiddeti emişi sağlar.""",01-Jul-05,30-Jun-02,
257,FR-R38B-60,14,LB ,CM ,"LL Road Frame - Black, 60","Cuadro de carretera GB: negro, 60","Cadre de vélo de route LL - noir, 60",$170.14,TRUE,Black,500,375,$306.56,60,60-62 CM,2.48,1,R ,$183.94,L ,U ,LL Road Frame,,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","Le cadre LL en aluminium offre une conduite confortable, une excellente absorption des bosses pour un très bon rapport qualité-prix.",LL 车架提供了安全舒适的骑乘，经济实惠的铝制车架提供了卓越的避震功能。,يوفر الهيكل LL Frame قيادة آمنة ومريحة، مع توفير إمكانية فائقة لامتصاص الصدمات في هيكل من الألومنيوم جيد السعر بالنسبة لإمكاناته.,"מסגרת ה- LL מספקת רכיבה בטוחה ונוחה ועם זאת, מציעה ספיגת חבטות מעולה של מסגרת אלומיניום במחיר סביר.",เฟรม LL ให้ความปลอดภัยและสบายขณะขับขี่ พร้อมทั้งซึมซับแรงกระแทก คุ้มราคาสำหรับเฟรมอลูมิเนียม,Mit dem LL-Rahmen fahren Sie sicher und komfortabel und profitieren von erstklassiger Stoßdämpfung in einem kostengünstigen Aluminiumrahmen.,LL フレームは、安全で快適に乗ることができ、値打ち価格のアルミニウム フレームで優れた衝撃吸収性を備えています。,"""LL Kadro güvenli ve konforlu sürüş sunar, değerine uygun olarak fiyatlandırılan alüminyum kadrosu üstün çarpma şiddeti emişi sağlar.""",01-Jul-06,30-Jun-03,
258,FR-R38B-60,14,LB ,CM ,"LL Road Frame - Black, 60","Cuadro de carretera GB: negro, 60","Cadre de vélo de route LL - noir, 60",$204.63,TRUE,Black,500,375,$337.22,60,60-62 CM,2.48,1,R ,$202.33,L ,U ,LL Road Frame,,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","Le cadre LL en aluminium offre une conduite confortable, une excellente absorption des bosses pour un très bon rapport qualité-prix.",LL 车架提供了安全舒适的骑乘，经济实惠的铝制车架提供了卓越的避震功能。,يوفر الهيكل LL Frame قيادة آمنة ومريحة، مع توفير إمكانية فائقة لامتصاص الصدمات في هيكل من الألومنيوم جيد السعر بالنسبة لإمكاناته.,"מסגרת ה- LL מספקת רכיבה בטוחה ונוחה ועם זאת, מציעה ספיגת חבטות מעולה של מסגרת אלומיניום במחיר סביר.",เฟรม LL ให้ความปลอดภัยและสบายขณะขับขี่ พร้อมทั้งซึมซับแรงกระแทก คุ้มราคาสำหรับเฟรมอลูมิเนียม,Mit dem LL-Rahmen fahren Sie sicher und komfortabel und profitieren von erstklassiger Stoßdämpfung in einem kostengünstigen Aluminiumrahmen.,LL フレームは、安全で快適に乗ることができ、値打ち価格のアルミニウム フレームで優れた衝撃吸収性を備えています。,"""LL Kadro güvenli ve konforlu sürüş sunar, değerine uygun olarak fiyatlandırılan alüminyum kadrosu üstün çarpma şiddeti emişi sağlar.""",01-Jul-07,,Current
259,FR-R38B-62,14,LB ,CM ,"LL Road Frame - Black, 62","Cuadro de carretera GB: negro, 62","Cadre de vélo de route LL - noir, 62",$176.20,TRUE,Black,500,375,$297.63,62,60-62 CM,2.5,1,R ,$178.58,L ,U ,LL Road Frame,,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","Le cadre LL en aluminium offre une conduite confortable, une excellente absorption des bosses pour un très bon rapport qualité-prix.",LL 车架提供了安全舒适的骑乘，经济实惠的铝制车架提供了卓越的避震功能。,يوفر الهيكل LL Frame قيادة آمنة ومريحة، مع توفير إمكانية فائقة لامتصاص الصدمات في هيكل من الألومنيوم جيد السعر بالنسبة لإمكاناته.,"מסגרת ה- LL מספקת רכיבה בטוחה ונוחה ועם זאת, מציעה ספיגת חבטות מעולה של מסגרת אלומיניום במחיר סביר.",เฟรม LL ให้ความปลอดภัยและสบายขณะขับขี่ พร้อมทั้งซึมซับแรงกระแทก คุ้มราคาสำหรับเฟรมอลูมิเนียม,Mit dem LL-Rahmen fahren Sie sicher und komfortabel und profitieren von erstklassiger Stoßdämpfung in einem kostengünstigen Aluminiumrahmen.,LL フレームは、安全で快適に乗ることができ、値打ち価格のアルミニウム フレームで優れた衝撃吸収性を備えています。,"""LL Kadro güvenli ve konforlu sürüş sunar, değerine uygun olarak fiyatlandırılan alüminyum kadrosu üstün çarpma şiddeti emişi sağlar.""",01-Jul-05,30-Jun-02,
260,FR-R38B-62,14,LB ,CM ,"LL Road Frame - Black, 62","Cuadro de carretera GB: negro, 62","Cadre de vélo de route LL - noir, 62",$170.14,TRUE,Black,500,375,$306.56,62,60-62 CM,2.5,1,R ,$183.94,L ,U ,LL Road Frame,,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.","Le cadre LL en aluminium offre une conduite confortable, une excellente absorption des bosses pour un très bon rapport qualité-prix.",LL 车架提供了安全舒适的骑乘，经济实惠的铝制车架提供了卓越的避震功能。,يوفر الهيكل LL Frame قيادة آمنة ومريحة، مع توفير إمكانية فائقة لامتصاص الصدمات في هيكل من الألومنيوم جيد السعر بالنسبة لإمكاناته.,"מסגרת ה- LL מספקת רכיבה בטוחה ונוחה ועם זאת, מציעה ספיגת חבטות מעולה של מסגרת אלומיניום במחיר סביר.",เฟรม LL ให้ความปลอดภัยและสบายขณะขับขี่ พร้อมทั้งซึมซับแรงกระแทก คุ้มราคาสำหรับเฟรมอลูมิเนียม,Mit dem LL-Rahmen fahren Sie sicher und komfortabel und profitieren von erstklassiger Stoßdämpfung in einem kostengünstigen Aluminiumrahmen.,LL フレームは、安全で快適に乗ることができ、値打ち価格のアルミニウム フレームで優れた衝撃吸収性を備えています。,"""LL Kadro güvenli ve konforlu sürüş sunar, değerine uygun olarak fiyatlandırılan alüminyum kadrosu üstün çarpma şiddeti emişi sağlar.""",01-Jul-06,30-Jun-03,
